Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
d78f064b_batch0_run3,"[""{\n  \""world\"": false,\n  \""politics\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regulation\"": false\n}""]",,6.938223123550415,485,576,648,,[],['resp_055ec1573c8209260069a9854a2960819bbe489a8446a45e96'],True
6204635c_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""business\"": true\n}""]",,6.859559774398804,463,384,466,,[],['resp_084e0b3a8d747bcb0069a9854c3bdc8194b5ba357385c41249'],True
686809bf_batch0_run3,"[""{\n  \""politics\"": false,\n  \""regional\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""business\"": true\n}""]",,3.943782091140747,406,448,551,,[],['resp_0cff19892dc716aa0069a9854f6a0881938b762d906d9497be'],True
af4fe60d_batch0_run3,"[""{\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""politics\"": true,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,5.7271788120269775,429,704,764,,[],['resp_05336c7f2ee280ea0069a9854e5c688190a165f208041164ed'],True
2e218fba_batch0_run3,"[""{\n  \""business\"": true,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false,\n  \""regional\"": false,\n  \""sports\"": false\n}""]",,3.562554121017456,466,320,432,,[],['resp_04ab1aca981b3f680069a98550805c8190aa77600ff0ff7b13'],True
ece8eec8_batch0_run3,"[""{\n  \""politics\"": false,\n  \""world\"": false,\n  \""sports\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""regional\"": false,\n  \""business\"": true\n}""]",,2.5566229820251465,463,256,317,,[],['resp_0a76cb115b69029d0069a98551a0c08199b11b5679683158ae'],True
fe916a64_batch0_run3,"[""{\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""politics\"": false,\n  \""sports\"": false\n}""]",,8.018322944641113,398,640,708,,[],['resp_05fc97a7ef750f800069a9854d4540819ab93439cc2001107e'],True
cf84a285_batch0_run3,"[""{\n  \""business\"": true,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": true\n}""]",,6.374004125595093,423,640,721,,[],['resp_05045d8de5f0783a0069a98552b6148199b8f6c9c62710959a'],True
da6e0dc8_batch0_run2,"[""{\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false\n}""]",,6.262515306472778,443,832,923,,[],['resp_0bac0a43b6e136cb0069a98554fe7881978ad9789959165460'],True
6204635c_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""business\"": true\n}""]",,5.881237030029297,463,704,764,,[],['resp_0ee1483cf325dc8c0069a985581310819089bb5f1feda4353d'],True
5eeb8f34_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""world\"": false\n}""]",,7.601978778839111,461,384,457,,[],['resp_08fce67ad414a7660069a98556b92c8198abc56150c829f673'],True
e9ddd4ec_batch0_run3,"[""{\n  \""regional\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": false\n}""]",,5.549483060836792,469,768,848,,[],['resp_02b218aa523b7ad20069a98558820c819a950dab87693f46da'],True
b774bc31_batch0_run3,"[""{\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""regional\"": false,\n  \""business\"": false,\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""world\"": false\n}""]",,16.716727256774902,412,704,762,,[],['resp_07b3c54e4fb6a5190069a98553d8a88199b7da5a6a1c349c9a'],True
